uniprotkb_A	uniprotkb_B	gene_symbol_A	gene_symbol_B	interaction_detection_method	publication_first_author	publication_year	publication_identifier	interaction_type	interaction_identifier	intact_miscore
Q9BZE0	P35222	GLIS2	CTNNB1	MI:0007	Kim	2007	17289029	MI:0915	EBI-7251738	0.58
Q9BZE0	P35222	GLIS2	CTNNB1	MI:0007	Kim	2007	17289029	MI:0915	EBI-7251773	0.58
Q9BZE0	P35222	GLIS2	CTNNB1	MI:0096	Kim	2007	17289029	MI:0915	EBI-7251842	0.58
Q8N726	P04198	CDKN2A	MYCN	MI:0007	Amente	2007	17289033	MI:0915	EBI-7254605	0.56
Q8N726	P04198	CDKN2A	MYCN	MI:0006	Amente	2007	17289033	MI:0915	EBI-7254705	0.56
P01106	P84077	MYC	ARF1	MI:0006	Amente	2007	17289033	MI:0915	EBI-7254762	0.40
Q8N726	P04198	CDKN2A	MYCN	MI:0428	Amente	2007	17289033	MI:0403	EBI-7254847	0.56
Q0IIN5	Q0IIN5	VCP	VCP	MI:0040	Rothballer	2007	17346713	MI:0407	EBI-7307747	0.36
Q13887	P0CG48	KLF5	UBC	MI:0007	Chen	2007	17320083	MI:0915	EBI-7288784	0.52
P0CG48	Q13887	UBC	KLF5	MI:0096	Chen	2007	17320083	MI:0915	EBI-7288835	0.52
P35241	P05107	RDX	ITGB2	MI:0411	Tang	2007	17321526	MI:0407	EBI-7289572	0.54
Q15438	P05107	CYTH1	ITGB2	MI:0405	Tang	2007	17321526	MI:0407	EBI-7289656	0.44
P05107	P35241	ITGB2	RDX	MI:0096	Tang	2007	17321526	MI:0915	EBI-7289609	0.54
P40337	Q05513	VHL	PRKCZ	MI:0007	Iturrioz	2007	17350623	MI:0915	EBI-7318368	0.46
Q05513	P40337	PRKCZ	VHL	MI:0007	Iturrioz	2007	17350623	MI:0915	EBI-7318427	0.46
Q05513	Q9NPB6	PRKCZ	PARD6A	MI:0007	Iturrioz	2007	17350623	MI:0915	EBI-7318478	0.87
Q05513	P40337	PRKCZ	VHL	MI:0428	Iturrioz	2007	17350623	MI:0403	EBI-7318549	0.46
O43318	Q02246	MAP3K7	CNTN2	MI:0006	Wu	2007	17363973	MI:0915	EBI-7337795	0.40
Q9Y6K9	O43318	IKBKG	MAP3K7	MI:0006	Wu	2007	17363973	MI:0915	EBI-7337843	0.40
O15111	Q9Y6K9	CHUK	IKBKG	MI:0006	Wu	2007	17363973	MI:0915	EBI-7337892	0.96
O43318	O14920	MAP3K7	IKBKB	MI:0006	Wu	2007	17363973	MI:0915	EBI-7337946	0.40
Q16665	Q92793	HIF1A	CREBBP	MI:0051	Cho	2007	17382325	MI:0407	EBI-7354674	0.61
Q09472	Q16665	EP300	HIF1A	MI:0051	Cho	2007	17382325	MI:0407	EBI-7354718	0.95
P68400	Q16665	CSNK2A1	HIF1A	MI:0424	Cho	2007	17382325	MI:0217	EBI-7354767	0.44
Q16665	Q09472	HIF1A	EP300	MI:0405	Cho	2007	17382325	MI:0407	EBI-7354798	0.95
Q16665	Q09472	HIF1A	EP300	MI:0405	Cho	2007	17382325	MI:0407	EBI-7354871	0.95
Q09472	Q16665	EP300	HIF1A	MI:0405	Cho	2007	17382325	MI:0407	EBI-7354842	0.95
O95067	P21333	CCNB2	FLNA	MI:0006	Cukier	2007	17408621	MI:0915	EBI-7364581	0.68
P21333	O95067	FLNA	CCNB2	MI:0006	Cukier	2007	17408621	MI:0915	EBI-7364679	0.68
O95067	P21333	CCNB2	FLNA	MI:0096	Cukier	2007	17408621	MI:0915	EBI-7364703	0.68
P21333	O95067	FLNA	CCNB2	MI:0096	Cukier	2007	17408621	MI:0407	EBI-7364759	0.68
O95067	P21333	CCNB2	FLNA	MI:0096	Cukier	2007	17408621	MI:0407	EBI-7364739	0.68
P21333	O95067	FLNA	CCNB2	MI:0047	Cukier	2007	17408621	MI:0407	EBI-7364793	0.68
O95067	P21333	CCNB2	FLNA	MI:0428	Cukier	2007	17408621	MI:0403	EBI-7364870	0.68
O95067	P21333	CCNB2	FLNA	MI:0424	Cukier	2007	17408621	MI:0217	EBI-7364842	0.68
P30101	P01892	PDIA3	HLA-A	MI:0006	Antoniou	2007	17467700	MI:0915	EBI-7386946	0.40
Q7L9L4	P26927	MOB1B	MST1	MI:0006	Wei	2007	17347649	MI:0915	EBI-7312035	0.40
Q99062	P0CG48	CSF3R	UBC	MI:0007	Irandoust	2007	17363902	MI:0915	EBI-7331276	0.52
Q99062	P0CG48	CSF3R	UBC	MI:0096	Irandoust	2007	17363902	MI:0915	EBI-7331389	0.52
P0CG48	Q9Y6K9	UBC	IKBKG	MI:0007	Shambharkar	2007	17363905	MI:0915	EBI-7334298	0.75
O95999	Q9Y6K9	BCL10	IKBKG	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334387	0.40
P0CG48	Q9Y6K9	UBC	IKBKG	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334373	0.75
O14920	P27448	IKBKB	MARK3	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334452	0.40
Q9BXL7	Q9Y6K9	CARD11	IKBKG	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334437	0.40
Q04759	Q9UDY8	PRKCQ	MALT1	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334632	0.40
P27448	Q04759	MARK3	PRKCQ	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334590	0.40
Q04759	O95999	PRKCQ	BCL10	MI:0006	Shambharkar	2007	17363905	MI:0915	EBI-7334619	0.40
P49454	Q8WUM0	CENPF	NUP133	MI:0018	Zuccolo	2007	17363900	MI:0915	EBI-7328986	0.48
P49454	Q8WUM0	CENPF	NUP133	MI:0006	Zuccolo	2007	17363900	MI:0914	EBI-7329356	0.48
P49454	P57740	CENPF	NUP107	MI:0006	Zuccolo	2007	17363900	MI:0914	EBI-7329356	0.35
P49454	Q8WUM0	CENPF	NUP133	MI:0006	Zuccolo	2007	17363900	MI:0914	EBI-7329356	0.48
Q8WUM0	P57740	NUP133	NUP107	MI:0006	Zuccolo	2007	17363900	MI:0914	EBI-7329388	0.67
Q8WUM0	P49790	NUP133	NUP153	MI:0006	Zuccolo	2007	17363900	MI:0914	EBI-7329388	0.35
O76080	P0CG48	ZFAND5	UBC	MI:0007	Hishiya	2006	16424905	MI:0915	EBI-8028874	0.54
O76080	P0CG48	ZFAND5	UBC	MI:0007	Hishiya	2006	16424905	MI:0915	EBI-8028954	0.54
O76080	Q15008	ZFAND5	PSMD6	MI:0007	Hishiya	2006	16424905	MI:0915	EBI-8028987	0.40
O76080	P0CG48	ZFAND5	UBC	MI:0096	Hishiya	2006	16424905	MI:0407	EBI-8029078	0.54
O76080	P54727	ZFAND5	RAD23B	MI:0096	Hishiya	2006	16424905	MI:0915	EBI-8029274	0.40
Q15008	P54727	PSMD6	RAD23B	MI:0096	Hishiya	2006	16424905	MI:0915	EBI-8029237	0.40
Q9UPY3	O75569	DICER1	PRKRA	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031519	0.40
Q15633	Q9UPY3	TARBP2	DICER1	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031567	0.89
O75569	Q9UPY3	PRKRA	DICER1	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031587	0.40
Q15633	Q9UPY3	TARBP2	DICER1	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031630	0.89
Q9UKV8	Q15633	AGO2	TARBP2	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031655	0.74
Q9UKV8	O75569	AGO2	PRKRA	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031692	0.40
Q15633	O75569	TARBP2	PRKRA	MI:0007	Lee	2006	16424907	MI:0915	EBI-8031712	0.75
O15151	P48729	MDM4	CSNK1A1	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8105981	0.59
P31946	O15151	YWHAB	MDM4	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8106133	0.40
Q04917	O15151	YWHAH	MDM4	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8106190	0.40
O15151	P63104	MDM4	YWHAZ	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8106171	0.40
P62258	O15151	YWHAE	MDM4	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8106152	0.67
P61981	O15151	YWHAG	MDM4	MI:0007	LeBron	2006	16511560	MI:0915	EBI-8106226	0.70
O00505	O15151	KPNA3	MDM4	MI:0096	LeBron	2006	16511560	MI:0915	EBI-8106326	0.40
P27348	O15151	YWHAQ	MDM4	MI:0019	LeBron	2006	16511560	MI:0914	EBI-8106358	0.35
Q16665	Q13330	HIF1A	MTA1	MI:0428	Yoo	2006	16511565	MI:0403	EBI-8110282	0.56
Q16665	Q13330	HIF1A	MTA1	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110313	0.56
Q16665	Q13330	HIF1A	MTA1	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110345	0.56
Q13547	Q16665	HDAC1	HIF1A	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110360	0.40
P40337	Q16665	VHL	HIF1A	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110390	0.95
Q13547	Q13330	HDAC1	MTA1	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110375	0.74
Q16665	Q9GZT9	HIF1A	EGLN1	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110425	0.80
Q96KS0	Q16665	EGLN2	HIF1A	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110406	0.68
Q16665	Q9H6Z9	HIF1A	EGLN3	MI:0006	Yoo	2006	16511565	MI:0915	EBI-8110479	0.76
Q13330	Q16665	MTA1	HIF1A	MI:0007	Yoo	2006	16511565	MI:0915	EBI-8110508	0.56
Q13330	Q16665	MTA1	HIF1A	MI:0007	Yoo	2006	16511565	MI:0915	EBI-8110534	0.56
Q16665	Q13330	HIF1A	MTA1	MI:0007	Yoo	2006	16511565	MI:0915	EBI-8110577	0.56
P40337	Q16665	VHL	HIF1A	MI:0007	Yoo	2006	16511565	MI:0915	EBI-8110629	0.95
Q16665	Q9GZT9	HIF1A	EGLN1	MI:0007	Yoo	2006	16511565	MI:0915	EBI-8110603	0.80
P61981	O15151	YWHAG	MDM4	MI:0006	Jin	2006	16511572	MI:0915	EBI-8147645	0.70
O15151	P61981	MDM4	YWHAG	MI:0006	Jin	2006	16511572	MI:0915	EBI-8152564	0.70
P61981	O15151	YWHAG	MDM4	MI:0007	Jin	2006	16511572	MI:0915	EBI-8152818	0.70
P61981	O15151	YWHAG	MDM4	MI:0007	Jin	2006	16511572	MI:0915	EBI-8153015	0.70
O15151	P31947	MDM4	SFN	MI:0007	Jin	2006	16511572	MI:0915	EBI-8152993	0.40
O15151	P61981	MDM4	YWHAG	MI:0007	Jin	2006	16511572	MI:0915	EBI-8153054	0.70
P61981	O15151	YWHAG	MDM4	MI:0096	Jin	2006	16511572	MI:0407	EBI-8153086	0.70
O14757	O15151	CHEK1	MDM4	MI:0424	Jin	2006	16511572	MI:0217	EBI-8153141	0.44
O14757	P04637	CHEK1	TP53	MI:0424	Jin	2006	16511572	MI:0217	EBI-8153183	0.44
Q99828	O00401	CIB1	WASL	MI:0018	Tsuboi	2006	16582881	MI:0915	EBI-8290175	0.63
O00401	Q99828	WASL	CIB1	MI:0018	Tsuboi	2006	16582881	MI:0915	EBI-8290276	0.63
O00401	Q99828	WASL	CIB1	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290408	0.63
O43516	O00401	WIPF1	WASL	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290506	0.81
Q99828	O00401	CIB1	WASL	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290470	0.63
O00401	Q99828	WASL	CIB1	MI:0107	Tsuboi	2006	16582881	MI:0407	EBI-8290573	0.63
O00401	Q99828	WASL	CIB1	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290645	0.63
O00401	P17301	WASL	ITGA2	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290676	0.40
Q99828	P17301	CIB1	ITGA2	MI:0006	Tsuboi	2006	16582881	MI:0915	EBI-8290662	0.40
O00401	Q99828	WASL	CIB1	MI:0007	Tsuboi	2006	16582881	MI:0915	EBI-8290763	0.63
Q9Y230	Q96L91	RUVBL2	EP400	MI:0006	Tyteca	2006	16601686	MI:0915	EBI-8299000	0.40
Q9H7Z6	P04637	KAT8	TP53	MI:0007	Tyteca	2006	16601686	MI:0915	EBI-8299046	0.56
Q9BPZ3	P11940	PAIP2	PABPC1	MI:0006	Yoshida	2006	16601676	MI:0915	EBI-8295621	0.74
O95071	Q9BPZ3	UBR5	PAIP2	MI:0006	Yoshida	2006	16601676	MI:0915	EBI-8295635	0.68
O95071	Q9BPZ3	UBR5	PAIP2	MI:0077	Yoshida	2006	16601676	MI:0407	EBI-8295682	0.68
Q9BPZ3	O95071	PAIP2	UBR5	MI:0415	Yoshida	2006	16601676	MI:0220	EBI-8295754	0.68
Q9BPZ3	O95071	PAIP2	UBR5	MI:0107	Yoshida	2006	16601676	MI:0407	EBI-8295718	0.68
Q9BPZ3	O95071	PAIP2	UBR5	MI:0065	Yoshida	2006	16601676	MI:0407	EBI-8295873	0.68
O15169	Q6ZNA4	AXIN1	RNF111	MI:0006	Liu	2006	16601693	MI:0915	EBI-8301825	0.40
O15169	Q6ZNA4	AXIN1	RNF111	MI:0006	Liu	2006	16601693	MI:0915	EBI-8301853	0.40
O15105	O15169	SMAD7	AXIN1	MI:0006	Liu	2006	16601693	MI:0915	EBI-8301839	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8301959	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8301999	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8302090	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8302470	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8302446	0.56
O15169	O15105	AXIN1	SMAD7	MI:0007	Liu	2006	16601693	MI:0915	EBI-8302515	0.56
O15169	O15105	AXIN1	SMAD7	MI:0428	Liu	2006	16601693	MI:0403	EBI-8302570	0.56
Q13224	P78352	GRIN2B	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8285478	0.56
Q12879	P78352	GRIN2A	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8285873	0.56
Q14957	P78352	GRIN2C	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8286002	0.56
Q05586	P78352	GRIN1	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8286521	0.44
Q09470	P78352	KCNA1	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8286591	0.56
P22459	P78352	KCNA4	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8286771	0.56
Q9P021	P78352	CRIPT	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8286925	0.56
Q14957	P78352	GRIN2C	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8287000	0.56
Q12879	P78352	GRIN2A	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8287073	0.56
Q8N2Q7	P78352	NLGN1	DLG4	MI:0053	Lim	2002	11937501	MI:0407	EBI-8287296	0.44
P78352	Q9P021	DLG4	CRIPT	MI:0053	Lim	2002	11937501	MI:0407	EBI-8287324	0.56
Q13224	P78352	GRIN2B	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8287405	0.56
Q12879	P78352	GRIN2A	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8287721	0.56
Q14957	P78352	GRIN2C	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8287750	0.56
O15399	P78352	GRIN2D	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8287990	0.44
P78352	Q9P021	DLG4	CRIPT	MI:0411	Lim	2002	11937501	MI:0407	EBI-8288108	0.56
P22459	P78352	KCNA4	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8288344	0.56
Q09470	P78352	KCNA1	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8288389	0.56
Q14957	P78352	GRIN2C	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8288575	0.56
Q9P021	P78352	CRIPT	DLG4	MI:0411	Lim	2002	11937501	MI:0407	EBI-8288697	0.56
Q12959	P78536	DLG1	ADAM17	MI:0398	Peiretti	2003	12668732	MI:0915	EBI-8630520	0.65
P78536	Q12959	ADAM17	DLG1	MI:0096	Peiretti	2003	12668732	MI:0915	EBI-8630566	0.65
P78536	Q12959	ADAM17	DLG1	MI:0006	Peiretti	2003	12668732	MI:0915	EBI-8630598	0.65
Q12959	P78536	DLG1	ADAM17	MI:0007	Peiretti	2003	12668732	MI:0915	EBI-8630620	0.65
Q12959	P78536	DLG1	ADAM17	MI:0007	Peiretti	2003	12668732	MI:0915	EBI-8630640	0.65
P78536	Q12959	ADAM17	DLG1	MI:0416	Peiretti	2003	12668732	MI:0403	EBI-8630702	0.65
Q12959	P78536	DLG1	ADAM17	MI:0428	Peiretti	2003	12668732	MI:0403	EBI-8630681	0.65
Q9Y2X7	P49023	GIT1	PXN	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486050	0.40
P49023	Q14161	PXN	GIT2	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486083	0.59
Q13153	Q9Y2X7	PAK1	GIT1	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486160	0.67
Q9Y2X7	Q14155	GIT1	ARHGEF7	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486146	0.70
Q9Y2X7	Q14161	GIT1	GIT2	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486099	0.40
Q14161	Q14155	GIT2	ARHGEF7	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486132	0.40
Q14155	Q13153	ARHGEF7	PAK1	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486207	0.89
Q13153	Q14161	PAK1	GIT2	MI:0006	Frank	2006	16628223	MI:0915	EBI-8486192	0.40
P00519	Q05655	ABL1	PRKCD	MI:0006	Lasfer	2006	16631755	MI:0915	EBI-8488876	0.40
P00519	Q07817	ABL1	BCL2L1	MI:0006	Lasfer	2006	16631755	MI:0915	EBI-8488890	0.40
Q9NZC7	P04637	WWOX	TP53	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407183	0.40
P04637	Q9NZC7	TP53	WWOX	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407232	0.40
Q9NZC7	P04637	WWOX	TP53	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407254	0.40
P45983	P04637	MAPK8	TP53	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407266	0.40
P04637	Q9NZC7	TP53	WWOX	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407309	0.40
Q9NZC7	P45983	WWOX	MAPK8	MI:0006	Chang	2005	15580310	MI:0915	EBI-7407278	0.40
P50570	Q9Y5X1	DNM2	SNX9	MI:0428	Soulet	2005	15703209	MI:0403	EBI-7481744	0.74
P49257	Q9Y5X1	LMAN1	SNX9	MI:0428	Soulet	2005	15703209	MI:0403	EBI-7481755	0.27
Q9Y5X1	Q05193	SNX9	DNM1	MI:0007	Soulet	2005	15703209	MI:0915	EBI-7481791	0.78
Q9Y5X1	P50570	SNX9	DNM2	MI:0007	Soulet	2005	15703209	MI:0915	EBI-7481806	0.74
Q9Y5X1	P50570	SNX9	DNM2	MI:0006	Soulet	2005	15703209	MI:0915	EBI-7481829	0.74
Q9Y5X1	Q05193	SNX9	DNM1	MI:0096	Soulet	2005	15703209	MI:0407	EBI-7481854	0.78
Q9Y5X1	P50570	SNX9	DNM2	MI:0096	Soulet	2005	15703209	MI:0407	EBI-7481923	0.74
P07948	P14317	LYN	HCLS1	MI:0006	Brunati	2005	15795233	MI:0915	EBI-7563395	0.50
P07948	P14317	LYN	HCLS1	MI:0096	Brunati	2005	15795233	MI:0914	EBI-7563474	0.50
O94875	P31749	SORBS2	AKT1	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7554227	0.67
Q13153	O94875	PAK1	SORBS2	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7554290	0.59
P16333	Q13153	NCK1	PAK1	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7554372	0.40
O94875	Q13153	SORBS2	PAK1	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7554331	0.59
P31749	O94875	AKT1	SORBS2	MI:0006	Yuan	2005	15784622	MI:0915	EBI-7554596	0.67
O94875	P31749	SORBS2	AKT1	MI:0006	Yuan	2005	15784622	MI:0915	EBI-7554585	0.67
O94875	Q13153	SORBS2	PAK1	MI:0006	Yuan	2005	15784622	MI:0915	EBI-7554636	0.59
Q13153	O94875	PAK1	SORBS2	MI:0006	Yuan	2005	15784622	MI:0915	EBI-7554624	0.59
P31749	O94875	AKT1	SORBS2	MI:0045	Yuan	2005	15784622	MI:0217	EBI-7554724	0.67
O94875	P31749	SORBS2	AKT1	MI:0398	Yuan	2005	15784622	MI:0915	EBI-7554675	0.67
O94875	P31749	SORBS2	AKT1	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7554886	0.67
O94875	P31749	SORBS2	AKT1	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7554957	0.67
O94875	P31749	SORBS2	AKT1	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7554921	0.67
P31749	O94875	AKT1	SORBS2	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7555008	0.67
Q13153	O94875	PAK1	SORBS2	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7555068	0.59
O94875	Q13153	SORBS2	PAK1	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7555048	0.59
Q13153	O94875	PAK1	SORBS2	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7555135	0.59
O94875	Q13153	SORBS2	PAK1	MI:0007	Yuan	2005	15784622	MI:0915	EBI-7555100	0.59
P31749	O94875	AKT1	SORBS2	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7555183	0.67
P31749	O94875	AKT1	SORBS2	MI:0096	Yuan	2005	15784622	MI:0915	EBI-7555215	0.67
O94875	P31749	SORBS2	AKT1	MI:0004	Yuan	2005	15784622	MI:0217	EBI-7555247	0.67
Q9H299	P04626	SH3BGRL3	ERBB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533023	0.40
P29353	P04626	SHC1	ERBB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533045	0.70
P00533	Q06124	EGFR	PTPN11	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533094	0.61
O75368	P00533	SH3BGRL	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533072	0.57
P04626	P29353	ERBB2	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533154	0.70
P29353	P21860	SHC1	ERBB3	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533121	0.70
O00459	P04626	PIK3R2	ERBB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533204	0.61
Q06124	P00533	PTPN11	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533232	0.61
Q15303	P46109	ERBB4	CRKL	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533259	0.40
P00533	P51692	EGFR	STAT5B	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533286	0.40
P62993	P21860	GRB2	ERBB3	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533308	0.68
P62993	P00533	GRB2	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533364	0.98
P21860	O00459	ERBB3	PIK3R2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533336	0.70
P29353	P00533	SHC1	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533392	0.96
O00459	P21860	PIK3R2	ERBB3	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533419	0.70
P00533	P62993	EGFR	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533447	0.98
P29353	P00533	SHC1	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533475	0.96
P00533	P29353	EGFR	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533529	0.96
P29353	P00533	SHC1	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533502	0.96
P00533	P46109	EGFR	CRKL	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533556	0.69
P29353	P04626	SHC1	ERBB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533583	0.70
P41240	P00533	CSK	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533610	0.57
P62993	P04626	GRB2	ERBB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533665	0.83
P00533	P62993	EGFR	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533637	0.98
P04626	P29353	ERBB2	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533721	0.70
O00459	P21860	PIK3R2	ERBB3	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533693	0.70
Q15303	P62993	ERBB4	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533748	0.57
P00533	P62993	EGFR	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533804	0.98
P62993	Q15303	GRB2	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533776	0.57
P29353	P00533	SHC1	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533859	0.96
P29353	Q15303	SHC1	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533832	0.61
P62993	P21860	GRB2	ERBB3	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533886	0.68
P00533	P62993	EGFR	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533914	0.98
P29353	Q15303	SHC1	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533942	0.61
P21860	P41240	ERBB3	CSK	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533969	0.40
Q15303	P29353	ERBB4	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8533996	0.61
O43639	Q15303	NCK2	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534051	0.40
Q15303	P62993	ERBB4	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534023	0.57
P51692	P00533	STAT5B	EGFR	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534078	0.40
P62993	Q15303	GRB2	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534100	0.57
P00533	P29353	EGFR	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534128	0.96
P00533	P62993	EGFR	GRB2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534155	0.98
Q15303	P29353	ERBB4	SHC1	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534183	0.61
P21860	O00459	ERBB3	PIK3R2	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534210	0.70
Q15303	P51692	ERBB4	STAT5B	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534238	0.40
P62993	Q15303	GRB2	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534260	0.57
Q06124	Q15303	PTPN11	ERBB4	MI:0096	Schulze	2005	16729043	MI:0915	EBI-8534288	0.40
